gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,geometry
3856768529,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:101851292,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Stensjö NR, Hl",Halland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.78767,12.61451,50.0,,,,,,2022-06-24,24.0,6.0,2022,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,101851292,,,,CC0_1_0,Joel Jansson,Joel Jansson,,,2025-07-19T14:20:38.259Z,,,POINT (12.61451 56.78767)
3769485707,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:100282776,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Nötholmen, Vrångö, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.56709,11.79598,18.0,,,,,,2022-04-28,28.0,4.0,2022,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,100282776,,,,CC0_1_0,Peder Winding,Peder Winding,,,2025-07-19T14:11:33.450Z,,,POINT (11.79598 57.56709)
3768774104,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:98285700,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Skummeslövsstrand, sandstranden, Hl",Halland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.46756,12.91864,1000.0,,,,,,2022-01-23,23.0,1.0,2022,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,98285700,,,,CC0_1_0,Per Lagerås,Per Lagerås,,,2025-07-19T14:13:56.658Z,,,POINT (12.91864 56.46756)
3767141372,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:97699983,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Jordfalls hamn, Boh",Bohuslän,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,58.32978,11.56972,100.0,,,,,,2021-06-06T14:10/2021-06-06T15:10,6.0,6.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,97699983,,,,CC0_1_0,Jonas Krook,Jonas Krook,,,2025-07-19T14:13:47.715Z,,,POINT (11.56972 58.32978)
3767103934,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:98150080,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Svanebäck, strand mellan Lerberget och GolfbanegrändN, Sk",Skåne,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.16265,12.56304,683.0,,,,,,2022-01-15,15.0,1.0,2022,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,98150080,,,,CC0_1_0,Richard Åkesson,Richard Åkesson,,,2025-07-19T14:20:14.133Z,,,POINT (12.56304 56.16265)
3434398101,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:96346687,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Vassvik, sandstrand, Hl",Halland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.81307,12.6118,150.0,,,,,,2021-09-26,26.0,9.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,96346687,,,,CC0_1_0,Martin Sjödahl,Martin Sjödahl,,,2025-07-19T14:08:02.252Z,,,POINT (12.6118 56.81307)
3434224829,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:94687564,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Sandön, Sk",Skåne,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.22225,12.7828,332.0,,,,,,2021-07-03,3.0,7.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,94687564,,,,CC0_1_0,Jan Svensson,"Jan Svensson, Stefan Phalagorn Bergström, Freddy Persson",,,2025-07-19T14:21:18.920Z,,,POINT (12.7828 56.22225)
3434077225,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:96389533,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Fossen, Gullmarn, Boh",Bohuslän,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,58.32168,11.55911,150.0,,,,,,2021-09-26,26.0,9.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,96389533,,,,CC0_1_0,Jonas Roth,"Jonas Roth, Sofia Lund",,,2025-07-19T14:04:57.867Z,,,POINT (11.55911 58.32168)
3433600409,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:94383137,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Handikappbadet, Östra stranden, Hl",Halland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.65059,12.87707,200.0,,,,,,2021-06-16,16.0,6.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,94383137,,,,CC0_1_0,Joel Jansson,Via Joel Jansson,,,2025-07-19T13:58:37.088Z,,,POINT (12.87707 56.65059)
3433460633,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:94562275,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Hinsholmen, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.65316,11.84796,100.0,,,,,,2021-06-29,29.0,6.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,94562275,,,,CC0_1_0,Peder Winding,Peder Winding,,,2025-07-19T14:13:55.845Z,,,POINT (11.84796 57.65316)
3432887836,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:95390313,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Strandviken, Haby bukt, Ramsvikslandet, Boh",Bohuslän,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,58.40356,11.24238,25.0,,,,,,2021-08-09T11:24/2021-08-09T13:03,9.0,8.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,95390313,,,,CC0_1_0,Rune Hixén,Rune Hixén,,,2025-07-19T14:00:35.209Z,,,POINT (11.24238 58.40356)
3432861730,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:94590334,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Hällestrand, Dynekilen, Boh",Bohuslän,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,58.99025,11.16087,50.0,,,,,,2021-06-30,30.0,6.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,94590334,,,,CC0_1_0,Ulf Swenson,"Ulf Swenson, Niclas Wahlgren",,,2025-07-19T14:06:14.900Z,,,POINT (11.16087 58.99025)
3432440228,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:94959684,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Åkers kile, Boh",Bohuslän,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,58.20106,11.88308,200.0,,,,,,2021-07-18,18.0,7.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,94959684,,,,CC0_1_0,Anton Larsson,"Anton Larsson, Henrik Ekstrand",,,2025-07-19T14:07:06.783Z,,,POINT (11.88308 58.20106)
3432435179,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:95646920,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera angustifolia,,SPECIES,Zostera angustifolia (Hornem.) Rchb.,Zostera angustifolia,(Hornem.) Rchb.,SE,"GALTERÖ, Mjölkviken (2), Vg",Västergötland,ABSENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.6421,11.75526,100.0,,,,,,2021-08-22,22.0,8.0,2021,2863937,2863937.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,95646920,,,,CC0_1_0,Floraväktarna,"Charlotte Wigermo, Åke Svensson, Erik Ljungstrand",,,2025-07-19T13:58:21.296Z,,,POINT (11.75526 57.6421)
3431761790,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:96110213,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Norra Salviken, Salviken, Sk",Skåne,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,55.74663,12.94233,150.0,,,,,,2021-09-14,14.0,9.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,96110213,,,,CC0_1_0,Alex Regnér,Alex Regnér,,,2025-07-19T14:09:13.623Z,,,POINT (12.94233 55.74663)
3431727673,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:96003494,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"stråvalla strand, Hl",Halland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.29085,12.16293,25.0,,,,,,2021-08-19,19.0,8.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,96003494,,,,CC0_1_0,Martin Sjödahl,"Martin Sjödahl, Max Jensen",,,2025-07-19T14:21:22.527Z,,,POINT (12.16293 57.29085)
3431172632,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:94574031,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Svärjarehålan, Tylösand, Hl",Halland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.64307,12.74323,100.0,,,,,,2021-06-22,22.0,6.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,94574031,,,,CC0_1_0,Joel Jansson,Joel Jansson,,,2025-07-19T14:10:25.212Z,,,POINT (12.74323 56.64307)
3430715518,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:96679185,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Vejbystrand, Sk",Skåne,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.31025,12.76075,1000.0,,,,,,2021-10-16,16.0,10.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,96679185,,,,CC0_1_0,Göran Paulson,Göran Paulson,,,2025-07-19T14:20:44.832Z,,,POINT (12.76075 56.31025)
3430680835,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:93940995,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Sandreveln, Gullbranna NR, Hl",Halland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,56.58475,12.93761,100.0,,,,,,2021-05-24T09:10/2021-05-24T10:50,24.0,5.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,93940995,,,,CC0_1_0,Owe Rosengren,"Håkan Lernefalk, Ulf Gärdenfors, Niklas Hjort, Åke Berg, Owe Rosengren",,,2025-07-19T13:59:27.283Z,,,POINT (12.93761 56.58475)
3429572780,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:96100264,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"Badbrygga Mötesplats Borstahusen, Borstahusen, Sk",Skåne,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,55.90613,12.80265,125.0,,,,,,2021-09-10T16:45/2021-09-10T17:30,10.0,9.0,2021,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,96100264,,,,CC0_1_0,Barbara Leibiger,"Barbara Leibiger, Ingo Leibiger",,,2025-07-19T14:13:59.822Z,,,POINT (12.80265 55.90613)
3000946714,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665870,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"182, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.63619,11.75169,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665870,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:12:34.101Z,,,POINT (11.75169 57.63619)
3000943647,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665876,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"267, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.58218,11.79116,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665876,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:11:32.135Z,,,POINT (11.79116 57.58218)
3000942809,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665850,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"70, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.62018,11.87603,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665850,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:09:19.714Z,,,POINT (11.87603 57.62018)
3000941621,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665866,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"158, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.61917,11.80602,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665866,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:09:26.826Z,,,POINT (11.80602 57.61917)
3000940628,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665877,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"151, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.6235,11.8191,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665877,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:12:18.386Z,,,POINT (11.8191 57.6235)
3000939771,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665852,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"116, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.65523,11.77937,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665852,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:09:02.798Z,,,POINT (11.77937 57.65523)
3000938660,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665865,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"173, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.62753,11.76551,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665865,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:11:14.409Z,,,POINT (11.76551 57.62753)
3000936705,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665871,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"191, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.62012,11.78327,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665871,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:12:34.716Z,,,POINT (11.78327 57.62012)
3000935680,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665874,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"279, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.57005,11.76228,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665874,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:12:49.145Z,,,POINT (11.76228 57.57005)
3000934695,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665873,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"149, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.62705,11.81531,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665873,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:13:05.929Z,,,POINT (11.81531 57.62705)
3000933707,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665872,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"0, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.68852,11.8334,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665872,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:11:38.924Z,,,POINT (11.8334 57.68852)
3000932583,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665879,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"190, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.61978,11.7861,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665879,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:11:37.887Z,,,POINT (11.7861 57.61978)
3000929661,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665875,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"29, Boh",Bohuslän,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.74803,11.77699,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665875,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:11:18.283Z,,,POINT (11.77699 57.74803)
3000926588,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665856,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"249, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.59016,11.77842,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665856,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:09:12.486Z,,,POINT (11.77842 57.59016)
3000925696,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665864,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"195, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.61409,11.79866,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665864,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:09:49.325Z,,,POINT (11.79866 57.61409)
3000922834,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665831,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"220, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.60298,11.81108,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665831,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:05:56.031Z,,,POINT (11.81108 57.60298)
3000919607,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665878,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"11, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.68842,11.79735,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665878,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:11:50.020Z,,,POINT (11.79735 57.68842)
3000917791,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665851,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"265, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.57503,11.79182,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665851,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:09:09.488Z,,,POINT (11.79182 57.57503)
3000908795,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665842,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"260, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.56769,11.77571,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665842,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T13:58:18.706Z,,,POINT (11.77571 57.56769)
3000904635,38b4c89f-584c-41bb-bd8f-cd1def33e92f,urn:lsid:artportalen.se:sighting:89665855,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,,SPECIES,Zostera marina L.,Zostera marina,L.,SE,"253, Vg",Västergötland,PRESENT,,b8323864-602a-4a7d-9127-bb903054e97d,57.58667,11.77767,5.0,,,,,,2020-10-15/2020-10-29,,10.0,2020,2863967,2863967.0,HUMAN_OBSERVATION,SLU Artdatabanken,Artportalen,89665855,,,,CC0_1_0,Göteborgs Stad,Johanna Bergkvist,,,2025-07-19T14:20:16.760Z,,,POINT (11.77767 57.58667)
