gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3431686148	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789967	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57702	19.35967	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789967				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:21:34.584Z		
3431680129	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789730	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.68976	18.99142	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789730				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T13:57:52.012Z		
3431680128	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789488	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.71068	19.04747	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789488				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:05:27.149Z		
3431677142	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789483	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.71364	19.05285	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789483				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T13:54:23.197Z		
3431676110	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789482	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.7158	19.0679	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789482				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:03:58.582Z		
3431653097	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789481	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.70879	19.03702	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789481				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:18:41.808Z		
3431648704	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:95307281	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Stendörrens NR, Äspskär i N delen, Srm	Södermanland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.74524	17.37393	25.0						2021-08-05	5	8	2021	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	95307281				CC0_1_0	Hans Rydberg	Hans Rydberg			2025-07-19T14:18:42.606Z		
3431645125	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789969	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.62116	18.97519	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789969				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:05:50.033Z		
3431623172	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789966	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57701	19.3598	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789966				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:04:38.103Z		
3431619125	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789476	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.6921	18.99556	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789476				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:19:41.131Z		
3431610162	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789962	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57792	19.36225	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789962				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:20:26.400Z		
3431610161	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789728	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.69225	18.99543	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789728				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:01:16.847Z		
3431608160	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789965	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57677	19.36028	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789965				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:03:01.907Z		
3431605169	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789963	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57725	19.36064	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789963				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:02:31.919Z		
3431605168	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789729	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.69048	18.99323	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789729				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:01:16.138Z		
3431588155	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789964	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57666	19.36062	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789964				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:03:43.616Z		
3431583081	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789721	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.65115	19.15631	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789721				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:19:35.457Z		
3431583080	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789479	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.70262	18.94986	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789479				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:04:43.185Z		
3431581103	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789720	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.65123	19.1554	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789720				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:18:33.067Z		
3431581102	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789478	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.69191	18.93962	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789478				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:20:44.251Z		
3431578156	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789961	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57816	19.36167	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789961				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:20:12.027Z		
3431578155	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789727	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.69342	18.99887	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789727				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:20:08.148Z		
3431573128	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789960	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57844	19.36099	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789960				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:19:26.150Z		
3431564087	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789475	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 2: Spillersboda – Kapellskär, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.70166	19.01107	10.0						2020-07-14	14	7	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789475				CC0_1_0	Länsstyrelsen Stockholm	Gustav Johansson, Anna Sjöberg			2025-07-19T14:02:32.130Z		
3431543115	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789474	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.64438	19.05226	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789474				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T13:54:37.702Z		
3431499201	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:94914906	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Bryggan vid Kindbergs udde, Kalmar, Sm	Småland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.67343	16.37665	40.0						2021-07-15	15	7	2021	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	94914906				CC0_1_0	Tomas Järnetun	Tomas Järnetun			2025-07-19T14:14:02.131Z		
3431498097	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789473	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.65884	19.18465	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789473				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:18:30.568Z		
3431493131	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789470	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57959	19.0633	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789470				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T13:54:37.398Z		
3431491135	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789472	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.65858	19.18465	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789472				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:19:17.748Z		
3431486114	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789471	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.65833	19.18473	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789471				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T13:54:27.488Z		
3431443133	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789958	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57748	19.35816	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789958				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:04:18.082Z		
3431437145	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789957	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57566	19.35878	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789957				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:02:30.616Z		
3431425125	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789959	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57754	19.35848	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789959				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:21:58.713Z		
3431413432	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:95813935	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Saxnäs camping, Öl	Öland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.68931	16.48013	25.0						2021-08-29	29	8	2021	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	95813935				CC0_1_0	Ulla-Britt Andersson	Ulla-Britt Andersson, Thomas Gunnarsson			2025-07-19T14:15:35.044Z		
3431394161	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789955	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.57575	19.3588	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789955				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:21:19.004Z		
3431382118	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789468	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.58175	19.06335	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789468				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:02:31.913Z		
3431364163	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789954	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.54702	19.46159	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789954				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:01:56.226Z		
3431349176	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789951	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.54542	19.46382	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789951				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:19:54.508Z		
3431349175	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789717	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.6586	19.1571	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789717				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:21:30.875Z		
3431347114	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789953	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.54595	19.46248	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789953				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:01:30.716Z		
3431347113	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789719	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 3: Vidinge – Svartlöga – Blidö, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.65134	19.15408	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789719				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T13:58:59.809Z		
3431334163	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:91789952	Plantae	Tracheophyta	Liliopsida	Alismatales	Zosteraceae	Zostera	Zostera marina		SPECIES	Zostera marina L.	Zostera marina	L.	SE	Område 4: Norrkobbarna – Lygna – Skarv, Upl	Uppland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	59.54591	19.46243	10.0						2020-09-14	14	9	2020	2863967	2863967	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	91789952				CC0_1_0	Länsstyrelsen Stockholm	Mia Arvidsson, Anna Sjöberg			2025-07-19T14:19:46.802Z		
